District_Name,UnitName,FIR_YEAR,FIR_MONTH,Unnamed: 4,FIR_Day,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,Unnamed: 14,KGID,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Accused Count,Arrested Male,Arrested Female,"Arrested Count	No.",Accused_ChargeSheeted Count,Conviction Count,Unit_ID
Bagalkot,Badami PS,2022,9,,5,Non Heinous,Traced,Written,MISSING PERSON,Women,16.1793224,75.6999315,IPC 1860 U/s: 00MP ,,2481461,115800057,"ADAGAL VILLAGE IN VICTIM HOUSE, ADAGAL VILLAGE IN VICTIM HOUSE",SOUTH 3 KM FROM PS,RURAL BEAT NO 6,ADAGAL,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,9,,8,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,15.906191,75.5001806,"KARNATAKA EXCISE ACT, 1965 U/s: 32(3),15(A) ",,2481461,115800057,"KULAGERI CROSS TAPPASAKATTI ROAD SIDE PUBLIC PLACE, KULAGERI CROSS TAPPASAKATTI ROAD SIDE PUBLIC PLACE",WEST TOWARDS  22 KM,OP BEAT NO 2,KULAGERI,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,9,,11,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),16.1793224,75.6999315,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",,1270756,124100052,"BELAVALKOPPA VILLAGE NEAR KALLALESWAR SAMUDAY, BELAVALKOPPA VILLAGE NEAR KALLALESWAR SAMUDAY",SOTH 20 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,12,0,0,0,12,0,1246
Bagalkot,Badami PS,2022,9,,11,Non Heinous,Dis/Acq,Written,THEFT,Of Automobiles - Of Two Wheelers,12.9683542,77.5335864,IPC 1860 U/s: 379 ,,1270744,124900009,"BADAMI JAYANAGR INFRONT OF COMPLAINT'S HOUSE, BADAMI JAYANAGR INFRONT OF COMPLAINT'S HOUSE",SOUTH 1 KM FROM PS,TOWN BEAT NO 2,RANGANATH NAGAR,0,1,0,1,1,0,1246
Bagalkot,Badami PS,2022,9,,12,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),16.1793224,75.6999315,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,1332230,124100051,"BADAMI CITY KAYAPALLE MARKET, BADAMI CITY KAYAPALLE MARKET",WEST TOWARDS 700 MITESR,TOWN BEAT NO 1,TALAWAR GALLI,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,9,,13,Non Heinous,Traced,Written,MISSING PERSON,Women,15.4608289,75.0111681,IPC 1860 U/s: 00MP ,,2481350,68300191,"CHOLACHAGUDDA VILLAGE IN COMPLAINT HOUSE, CHOLACHAGUDDA VILLAGE IN COMPLAINT HOUSE",SOUTH 10 KM FROM P.S,RURAL BEAT NO 3,NEERALAGI,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,9,,27,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),16.1793224,75.6999315,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,1772412,124900019,"BELUR VILLAGE AUTO STAND PUBLIC PLACE, BELUR VILLAGE AUTO STAND PUBLIC PLACE",WEST TOWARDS 13 KM,RURAL BEAT NO 4,HIRENASIBI,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,9,,28,Non Heinous,Undetected,Written,CHEATING,CHEATING,15.3394086,75.1094505,"IPC 1860 U/s: 420,379 ",,2277188,29200056,"BADAMI TOWN NEAR MORE SUPPER MARKET, BADAMI TOWN NEAR MORE SUPPER MARKET",NORTH 1 KM FROM PS,TOWN BEAT NO 3,ANAND NAGAR,1,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,9,,28,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,15.9377743,75.4312959,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,3 ",,2481350,68300191,"KULAGERI CROSS RAMADURGA ON NEAR CHIRLAKOPPA CROSS, KULAGERI CROSS RAMADURGA ON NEAR CHIRLAKOPPA CROSS",WEST 25 KM FROM PS,OP BEAT NO 1,KAKANUR,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,9,,30,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 304(A),338,337,279 ",,1935402,189400009,"BADAMI RAMDURGA ROAD NEAR  KACHATTI PETROL PUMP, BADAMI RAMDURGA ROAD NEAR  KACHATTI PETROL PUMP",WEST 10 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,10,,1,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),15.8925187,75.6564483,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,1772412,124900019,"BUDIHAL SJ VILLAGE NEAR BUS STAND AT PUPLIC PLACE, BUDIHAL SJ VILLAGE NEAR BUS STAND AT PUPLIC PLACE",SOUTH 18 KM FROM PS,RURAL BEAT NO 2,YARAGOPPA,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,10,,8,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 279,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,180,181,5,3,146 ",,1935402,189400009,"BADAMI RAILWAY STATION -BADAMI ON ROAD NEAR BADAMI, BADAMI RAILWAY STATION -BADAMI ON ROAD NEAR BADAMI",NORTH 3 KM FROM PS,RURAL BEAT NO 6,ADAGAL,1,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,10,,9,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 279,337,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,194A,146 ",,1935402,189400009,"BADAMI RAILWAY STATION -BADAMI ON ROAD NEAR BADAMI, BADAMI RAILWAY STATION -BADAMI ON ROAD NEAR BADAMI",NORTH 3 K M FROM P.S,RURAL BEAT NO 6,ADAGAL,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,10,,10,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 279,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 180,181,5,3 ",,1935402,189400009,"BADAMI-PATTADAKALL ON ROAD NEAR BACHINGUDDA, BADAMI-PATTADAKALL ON ROAD NEAR BACHINGUDDA",TOWARDS EAST 15 KM FROM PS,RURAL BEAT NO 5,NAVILOHOLE,1,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,10,,11,Non Heinous,Traced,Written,MISSING PERSON,Women,15.4608289,75.0111681,IPC 1860 U/s: 00MP ,,2481350,68300191,"HIRENASABI VILLAGE IN COMPAINANT HOUSE, HIRENASABI VILLAGE IN COMPAINANT HOUSE",SOUTH 10 KM FROM PS,RURAL BEAT NO 3,NEERALAGI,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,10,,15,Non Heinous,Pending Trial,Written,CONSUMER,Essential Commodites Act 1955,16.1793224,75.6999315,"IPC 1860 U/s: 353 ESSENTIAL COMMODITIES ACT, 1955 U/s: 3,7 ",,2481350,68300191,"BELURU VILLAGE NEAR NEELAKANTESHWAR TEMPLE, BELURU VILLAGE NEAR NEELAKANTESHWAR TEMPLE",SOUTH 12 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,4,0,0,0,4,0,1246
Bagalkot,Badami PS,2022,10,,15,Heinous,Pending Trial,Written,DOWRY DEATHS,By Husband And Relative/s In Law,15.4608289,75.0111681,"DOWRY PROHIBITION ACT, 1961 U/s: 4 IPC 1860 U/s: 498A,304B DOWRY PROHIBITION ACT, 1961 U/s: 3 IPC 1860 U/s: 323,34,306 ",,2921558,125000100,"IN ACCUSED HOUSE BED ROOM HIRENASABI VILLAGE, IN ACCUSED HOUSE BED ROOM HIRENASABI VILLAGE",TOWARDS SOUTH 10 KM FROM PS,RURAL BEAT NO 3,NEERALAGI,7,1,2,3,4,0,1246
Bagalkot,Badami PS,2022,10,,21,Heinous,Transfered :UI( Badami Circle),Written,THEFT,House Theft,16.1793224,75.6999315,"IPC 1860 U/s: 420,380 ",,1019635,124600055,"BADAMI CHALUKAY NAGAR IN COMPLAINANT HOUSE, BADAMI CHALUKAY NAGAR IN COMPLAINANT HOUSE",SOUTH 2 KM FRO PS,TOWNBEAT NO 4,CHALUKYANAGAR,2,1,0,1,0,0,1246
Bagalkot,Badami PS,2022,10,,21,Non Heinous,Traced,Written,MISSING PERSON,Women,16.1793224,75.6999315,IPC 1860 U/s: 00MP ,,2481461,115800057,"NEAR MALAPRABHA RIVER BRIDGE SHIVAYOGAMANDIR, NEAR MALAPRABHA RIVER BRIDGE SHIVAYOGAMANDIR",TOWARDS EAST 18 KM FROM PS,RURAL BEAT NO 5,NAVILOHOLE,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,10,,24,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,15.9377743,75.4312959,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 180,181,5,3 ",,1878700,124600003,"KULAGERI CROSS RAMADURGA ON ROAD NEAR CHIMANAKATTI, KULAGERI CROSS RAMADURGA ON ROAD NEAR CHIMANAKATTI",SOUTH 30 KM FROM P.S,OP BEAT NO 1,KAKANUR,3,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,10,,24,Heinous,Pending Trial,Written,BURGLARY - NIGHT,At Residential Premises,15.906191,75.5001806,"IPC 1860 U/s: 457,454,380 ",,1935402,189400009,"KULAGERI CROSS IN COMPALINT HOUSE, KULAGERI CROSS IN COMPALINT HOUSE",TOWARDS SOUTH 20KM FROM PS,OP BEAT NO 2,KULAGERI,1,2,0,2,3,0,1246
Bagalkot,Badami PS,2022,11,,1,Non Heinous,Pending Trial,Online,THEFT,Of Automobiles - Of Two Wheelers,15.8925187,75.6564483,IPC 1860 U/s: 379 ,,2481350,68300191,"Neeralagi, Neeralagi, Neeralagi, Neeralagi",Towards south 18 Km From ps,RURAL BEAT NO 2,YARAGOPPA,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,3,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,192,181,39,3,146 ",,1772412,124900019,"BADAMI KELAGERI CROSS ON ROAD NEAR TIMMAPUR CROSS, BADAMI KELAGERI CROSS ON ROAD NEAR TIMMAPUR CROSS",TOWARDS WEST 20 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,11,,4,Non Heinous,Un Traced,Written,MISSING PERSON,Man,15.4608289,75.0111681,IPC 1860 U/s: 00MP ,,1019635,124600055,"Complaint House Hirenashabi, Complaint House Hirenashabi",Towards south 8 km From ps,RURAL BEAT NO 3,NEERALAGI,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,11,,5,Heinous,Abated,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 279,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,3,146 ",,1019635,124600055,"On Jalihal Sarjapur Road Near Naganur field, On Jalihal Sarjapur Road Near Naganur field",Towards south 20 KM From PS,RURAL BEAT NO 4,HIRENASIBI,0,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,6,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),15.4608289,75.0111681,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",,2481461,115800057,"KYADA VILLAGE NEAR BUS STAND, KYADA VILLAGE NEAR BUS STAND",SOUTH 10 KM FROM PS,RURAL BEAT NO 3,NEERALAGI,4,0,0,0,4,0,1246
Bagalkot,Badami PS,2022,11,,6,Non Heinous,Pending Trial,Written,ATTEMPT TO MURDER,Civil Disputes,16.1793224,75.6999315,"IPC 1860 U/s: 143,147,148,323,326,307,447,448,109,504,506,506(2),149,324 ",,2481461,115800057,"LAKHAMAUR VILLEGE IN COMPLAINT HOUSE AND FILED, LAKHAMAUR VILLEGE IN COMPLAINT HOUSE AND FILED",TOWARDS WEST 10 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,14,6,8,14,14,0,1246
Bagalkot,Badami PS,2022,11,,6,Non Heinous,Pending Trial,Written,MOLESTATION,Private Place,16.1793224,75.6999315,"IPC 1860 U/s: 143,147,323,447,341,354(B),504,506,149,325 ",,2481350,68300191,"LAKHAKAMAPUR VILLAGE IN COMPALINT FIELD, LAKHAKAMAPUR VILLAGE IN COMPALINT FIELD",TOWARDS WEST 10 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,7,4,3,7,7,0,1246
Bagalkot,Badami PS,2022,11,,7,Non Heinous,Undetected,Written,THEFT,Of Cattle,16.1793224,75.6999315,IPC 1860 U/s: 379 ,,2277188,29200056,"NANDIKESHWAR VILLAGE COMPLAINT SHEEP FARMING FILED, NANDIKESHWAR VILLAGE COMPLAINT SHEEP FARMING FILED",TOWARDS EAST 15 KM FROM PS,RURAL BEAT NO 5,NAVILOHOLE,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,11,,8,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),15.906191,75.5001806,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,2481461,115800057,"VADAVATTI VILLAGE NEAR BUS STAND, VADAVATTI VILLAGE NEAR BUS STAND",SOUTH 20 KM FROM P.S,OP BEAT NO 2,KULAGERI,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,8,Non Heinous,Pending Trial,Written,CONSUMER,Essential Commodites Act 1955,16.1793224,75.6999315,"ESSENTIAL COMMODITIES ACT, 1955 U/s: 3,7 ",,2481350,68300191,"CHIKKANASABI TO BELUR ON ROAD INFRONT OF IOC PUMP, CHIKKANASABI TO BELUR ON ROAD INFRONT OF IOC PUMP",TOWARDS SOUTH 10 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,4,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,11,,11,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 180,194A,181,5,3 ",,1878700,124600003,"BELUR TO DANAKASHIRUR ROAD NEAR MADDIYAVAR FIELD, BELUR TO DANAKASHIRUR ROAD NEAR MADDIYAVAR FIELD",TOWARDS SOUTH 20 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,11,,12,Non Heinous,Undetected,Written,THEFT,"Electronic Goods (Radio,TV,VCR,ACs,Office Automation Equipments)",15.906191,75.5001806,IPC 1860 U/s: 379 ,,112126,28900241,"NARASAPUR VILLAGE INDUS TOWERS SITE ID-IN-1365586, NARASAPUR VILLAGE INDUS TOWERS SITE ID-IN-1365586",TOWARDS WEST 18 KM FROM PS,OP BEAT NO 2,KULAGERI,0,0,0,0,0,0,1246
Bagalkot,Badami PS,2022,11,,14,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,15.9377743,75.4312959,"IPC 1860 U/s: 324,448,504,506 ",,2481461,115800057,"Complaint House Chimmanakatti, Complaint House Chimmanakatti",TOWARDS WEST 25 KM FROM PS,OP BEAT NO 1,KAKANUR,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,15,Non Heinous,Pending Trial,Written,MOLESTATION,Public Place,15.9377743,75.4312959,"IPC 1860 U/s: 506,504,143,147,148,149,447,324,354,323 ",,2481350,68300191,"IN FROUNT OF COMPLAINT HOUSE CHIMMANAKATTI, IN FROUNT OF COMPLAINT HOUSE CHIMMANAKATTI",TOWARDS WEST 18 KM FROM PS,OP BEAT NO 1,KAKANUR,11,0,0,0,10,0,1246
Bagalkot,Badami PS,2022,11,,15,Non Heinous,Pending Trial,Written,MOLESTATION,Public Place,15.9377743,75.4312959,"IPC 1860 U/s: 506,504,143,147,148,149,447,323,324,354 ",,2481350,68300191,"IN FROUNT OF COMPLAINT HOUSE CHIMMANAKATTI, IN FROUNT OF COMPLAINT HOUSE CHIMMANAKATTI",TOWARDS WEST 20 KM FROM PS,OP BEAT NO 1,KAKANUR,10,6,4,10,10,0,1246
Bagalkot,Badami PS,2022,11,,16,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,15.9377743,75.4312959,"IPC 1860 U/s: 323,504,34,341,506 ",,2481461,115800057,"CHIMMANAKATTI VILLAGE NEAR WATAR FILTER, CHIMMANAKATTI VILLAGE NEAR WATAR FILTER",TOWARDS WEST 18 KM FROM PS,OP BEAT NO 1,KAKANUR,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,11,,17,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,15.9377743,75.4312959,"IPC 1860 U/s: 279,337,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 187,181,3,146,196 ",,1019635,124600055,"KULAGERI CROSS-RAMADUGA ON ROAD NEAR, KULAGERI CROSS-RAMADUGA ON ROAD NEAR",SOUTH 25 K. M FROM P.S,OP BEAT NO 1,KAKANUR,5,0,0,0,5,0,1246
Bagalkot,Badami PS,2022,11,,17,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,180,5,3,146 ",,2481350,68300191,"ON BADAMI KULAGERI ROAD NEAR BADAMI SUGARS FACTORY, ON BADAMI KULAGERI ROAD NEAR BADAMI SUGARS FACTORY",TOWARDS WEST 5 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,11,,19,Non Heinous,Pending Trial,Written,CRUELTY BY HUSBAND,Husband,15.3394086,75.1094505,"IPC 1860 U/s: 323,504,498A,506 ",,2481350,68300191,"COMPLAINT RENT HOUSE BADAMI ANAND NAGAR, COMPLAINT RENT HOUSE BADAMI ANAND NAGAR",TOWRDS WEST 1 KM FROM PS,TOWN BEAT NO 3,ANAND NAGAR,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,23,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 279,337,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,196,180,5,3,146,194C,128(1) ",,1935402,189400009,"GULLEDAGUDDA -BADAMI RAILWAY STATION ON ROAD NEAR, GULLEDAGUDDA -BADAMI RAILWAY STATION ON ROAD NEAR",NORTH 8 KM FROM P.S,RURAL BEAT NO 6,ADAGAL,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,11,,23,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 279,337,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,3 ",,1935402,189400009,"KABBALGERI-MUSHTIGERI ON ROAD NEAR CHETNEMMA DEVI, KABBALGERI-MUSHTIGERI ON ROAD NEAR CHETNEMMA DEVI",TOWARDS WEST 10 KM FROM PS,RURAL BEAT NO 6,ADAGAL,0,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,11,,25,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 304(A),338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,180,181,5,3,146 ",,1019635,124600055,"JALIHAL GAJANDRAGHAD ROAD NEAR JALIHAL VILLAGE, JALIHAL GAJANDRAGHAD ROAD NEAR JALIHAL VILLAGE",TOWARDS WEST 30 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,2,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,11,,25,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,15.9377743,75.4312959,"IPC 1860 U/s: 324,323,504,34,506 ",,2481350,68300191,"Complaint House Alur  S K, Complaint House Alur  S K",TOWARDS WEST 25 KM FROM PS,OP BEAT NO 1,KAKANUR,4,0,0,0,4,0,1246
Bagalkot,Badami PS,2022,11,,26,Heinous,Pending Trial,Written,CRIMES RELATED TO WOMEN,Dowry Prohibition,16.1793224,75.6999315,"IPC 1860 U/s: 323,498A DOWRY PROHIBITION ACT, 1961 U/s: 4 ",,1019635,124600055,"BANTANUR VILLAGE IN ACCUSED HOUSE & MUTTALAGERI, BANTANUR VILLAGE IN ACCUSED HOUSE & MUTTALAGERI",NORTH 80 KM FROM PS,OTHER,OTHER,1,1,0,1,1,0,1246
Bagalkot,Badami PS,2022,12,,1,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 279,337,338,304(A) ",,1935402,189400009,"On BADAMI BELUR ROAD NEAR INDIAN DABA BELUR, On BADAMI BELUR ROAD NEAR INDIAN DABA BELUR",TOWARDS SOUTH 15 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,0,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,12,,2,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,15.8925187,75.6564483,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,180,181,5,3,146 ",,1982841,124700005,"ON BADAMI KULAGERI ROAD NEAR TEM OFFICE, ON BADAMI KULAGERI ROAD NEAR TEM OFFICE",TOWARDS WEST 05 KM FROM PS,RURAL BEAT NO 2,YARAGOPPA,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,12,,2,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),16.1793224,75.6999315,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,2481461,115800057,"JALIHAL VILLAGE NEAR APMC AT PUBLIC PLACE, JALIHAL VILLAGE NEAR APMC AT PUBLIC PLACE",EAST 15 KM FROM PS,RURAL BEAT NO 4,HIRENASIBI,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,12,,2,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 338,279,337 ",,1982841,124700005,"ON BADAMI KULAGERI ROAD NEAR MUTTALAGERI VILLAGE, ON BADAMI KULAGERI ROAD NEAR MUTTALAGERI VILLAGE",TOWARDS WEST 07 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,12,,3,Heinous,Pending Trial,Others,POCSO,Rape,16.1793224,75.6999315,"PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 4,6 IPC 1860 U/s: 376(2)(n),343,363 ",,1935402,189400009,"Belur Cross, Belur Cross",15 Kms Towards south,RURAL BEAT NO 4,HIRENASIBI,1,1,0,1,1,0,1246
Bagalkot,Badami PS,2022,12,,8,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,15.3394086,75.1094505,"IPC 1860 U/s: 304(A),279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 180,181,5,3 ",,1935402,189400009,"BADAMI TOWN NEAR UDAYA VILAS HOTEL ON ROAD, BADAMI TOWN NEAR UDAYA VILAS HOTEL ON ROAD",TOWARDS SOUTH 250 METERS FROM PS,TOWN BEAT NO 3,ANAND NAGAR,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,12,,9,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 304(A),338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,180,181,5,3,146 ",,1019635,124600055,"BADAMI TIMMAPUR SN ON ROAD NEAR CAMPLAINANT LAND, BADAMI TIMMAPUR SN ON ROAD NEAR CAMPLAINANT LAND",WEST 15 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,2,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,12,,9,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 ",,1878361,123700048,"On Badami Pattadakall Road Near Busstop, On Badami Pattadakall Road Near Busstop",Towards east 15 KM From ps,RURAL BEAT NO 5,NAVILOHOLE,1,0,0,0,1,0,1246
Bagalkot,Badami PS,2022,12,,10,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,3,146 ",,1982799,124100009,"BADAMI-KABBALAGERI ON ROAD NEAR HANAMANTH WALIKAR, BADAMI-KABBALAGERI ON ROAD NEAR HANAMANTH WALIKAR",NORTH 5 KM FROM P.S,RURAL BEAT NO 6,ADAGAL,2,0,0,0,2,0,1246
Bagalkot,Badami PS,2022,12,,14,Non Heinous,Pending Trial,Written,CONSUMER,Essential Commodites Act 1955,16.1793224,75.6999315,"ESSENTIAL COMMODITIES ACT, 1955 U/s: 3,7 ",,1270744,124900009,"BADAMI TOWN KABBALAGERI CROSS, BADAMI TOWN KABBALAGERI CROSS",TOWARDS NORTH 01 KM FROM PS,TOWN BEAT NO 1,TALAWAR GALLI,3,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,12,,15,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 180,181,5,3 ",,2166556,123800023,"MUTTALGERI-BDAMI ON ROAD NEAR NIRANI SUGAR FACTORY, MUTTALGERI-BDAMI ON ROAD NEAR NIRANI SUGAR FACTORY",SOUTH 10 KM FROM PS,RURAL BEAT NO 1,LAKHAMAPUR,3,0,0,0,3,0,1246
Bagalkot,Badami PS,2022,12,,16,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 304(A),337,279 ",,1019635,124600055,"MAHAKOTA - SHIVAYOGA MANDIR ROAD NEAR NANDIKESHWAR, MAHAKOTA - SHIVAYOGA MANDIR ROAD NEAR NANDIKESHWAR",TOWARDS EAST 18 KM FROM PS,RURAL BEAT NO 5,NAVILOHOLE,2,0,0,0,3,0,1246
